sex,age_at_current_charge,age_at_first_charge,p_charges,p_incarceration,p_probation,p_juv_fel_count,p_felprop_viol,p_murder,p_felassault,p_misdeassault,p_sex_offense,p_weapon,p_fta_two_year,p_fta_two_year_plus,current_violence,current_violence20,p_pending_charge,p_felony,p_misdemeanor,p_violence,total_convictions,p_arrest,p_property,p_traffic,p_drug,p_dui,p_domestic,p_voyeurism,p_fraud,p_stealing,p_trespass,six_month,one_year,three_year,five_year,charge_types,charge_rate,conviction_rate,incarceration_rate,general_two_year,general_six_month,drug_two_year,property_two_year,misdemeanor_two_year,felony_two_year,violent_two_year,drug_six_month,property_six_month,misdemeanor_six_month,felony_six_month,violent_six_month
1,25,22,9,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,3,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2.25,0.1111111111111111,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,56,37,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0.25,0.4,0.0,1,0,0,0,1,0,1,0,0,0,0,0
0,22,20,11,0,0,0,1,0,1,0,0,0,0,0,1,0,7,0,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1,1,1,5,3.6666666666666665,0.09090909090909091,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,55,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,3,0,1,5,6,0,0,0,0,0,0,0,0,0,3,0.35294117647058826,0.16666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,17,22,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,9,1,10,12,1,0,7,0,0,0,0,1,0,1,1,1,1,4,3.142857142857143,0.45454545454545453,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0
1,22,21,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,3,1.5,0.0,0.0,1,1,0,0,0,1,1,0,0,0,1,1
1,21,18,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0.75,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0
1,20,15,2,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0.3333333333333333,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
1,24,18,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,3,7,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0.8571428571428571,0.5,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
0,27,24,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1.0,0.2,0.0,1,0,0,0,1,0,0,0,0,0,0,0
0,53,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.14285714285714285,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,23,8,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,2,1,5,4,1,0,0,0,0,0,0,1,1,0,0,1,1,5,0.8888888888888888,0.625,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,23,17,0,2,0,0,0,1,0,0,0,0,0,0,0,6,4,4,1,8,11,0,0,16,0,0,0,0,0,0,0,0,0,1,3,0.6071428571428571,0.47058823529411764,0.0,1,0,1,0,0,1,0,0,0,0,0,0
1,22,18,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,3,0,1,0,0,0,0,3,2,0,0,1,1,7,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,1,0,0
0,30,20,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2727272727272727,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,19,6,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,2,1,4,4,3,0,2,0,0,0,0,2,2,0,0,0,1,6,1.5,0.6666666666666666,0.0,1,0,1,0,1,0,0,0,0,0,0,0
1,36,20,5,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0.29411764705882354,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,20,12,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2.4,0.16666666666666666,0.08333333333333333,1,1,0,0,0,1,0,0,0,0,1,0
1,20,18,7,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,2,2,3,7,1,0,1,0,0,0,0,1,1,0,1,1,1,6,2.3333333333333335,0.42857142857142855,0.0,1,0,0,0,1,0,1,0,0,0,0,0
1,26,18,13,1,0,0,0,0,0,5,0,1,0,0,1,0,6,0,6,3,6,11,1,0,2,0,0,0,0,0,1,1,1,1,1,6,1.4444444444444444,0.46153846153846156,0.07692307692307693,1,1,0,0,1,0,0,0,0,1,0,0
0,42,42,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,26,8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,1,6,3,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1.3333333333333333,0.75,0.0,1,1,0,1,1,0,0,0,1,1,0,0
1,22,18,8,0,0,0,0,0,1,0,0,1,0,0,1,0,5,1,2,0,3,7,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1.6,0.375,0.0,1,0,0,0,1,0,1,0,0,0,0,0
1,30,19,12,0,1,0,0,0,1,1,0,0,2,0,1,0,4,0,7,1,7,5,1,0,2,0,0,0,0,1,1,0,0,1,1,7,1.0,0.5833333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,19,17,1,0,0,5,0,0,0,0,0,0,0,1,0,10,5,4,3,9,10,12,0,0,0,0,0,0,12,7,1,1,1,1,5,0.5483870967741935,0.5294117647058824,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0
1,51,40,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,4,0,0,0,0,2,0,0,0,0,1,4,0.5833333333333334,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,49,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,3,2,6,0,0,0,0,0,0,6,0,1,1,1,1,4,8.0,0.375,0.125,0,0,0,0,0,0,0,0,0,0,0,0
1,27,24,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1.5,0.5,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,19,18,4,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,1,1,1,1,5,2.0,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1,20,18,7,1,0,0,0,0,1,1,0,0,0,0,1,1,5,1,1,3,2,3,2,0,0,0,0,0,0,2,0,1,1,1,1,5,2.3333333333333335,0.2857142857142857,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0
1,24,20,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,1,0,0,0,0,0,0,1,0,0,1,1,1,3,0.8,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,18,23,0,3,0,0,0,0,2,0,0,0,0,0,0,11,3,6,2,9,13,0,0,9,0,0,0,0,0,0,0,0,1,1,3,3.2857142857142856,0.391304347826087,0.0,1,0,1,0,1,0,0,0,0,0,0,0
1,18,17,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0.5,0.0,1,1,0,1,1,0,1,0,1,1,0,1
0,30,27,13,1,0,0,1,0,0,0,0,0,0,0,1,0,10,0,6,0,6,2,2,0,0,0,0,0,0,0,0,1,1,1,1,2,3.25,0.46153846153846156,0.07692307692307693,1,1,0,1,1,0,0,0,1,1,0,0
1,29,18,10,0,0,0,1,0,1,0,0,1,0,0,1,0,6,0,4,1,4,1,1,0,0,0,0,0,0,1,0,1,1,1,1,6,0.8333333333333334,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,24,28,0,4,0,1,0,1,0,0,5,0,0,1,0,13,3,6,4,9,15,6,0,3,0,0,0,0,6,2,1,1,1,1,8,2.3333333333333335,0.32142857142857145,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,29,11,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,1,1,3,2.75,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0
0,60,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,33,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.6666666666666666,0.5,0.0,1,0,0,0,1,0,1,0,0,0,0,0
1,36,18,14,0,3,0,0,0,0,0,0,0,0,0,0,0,9,6,4,1,11,9,0,0,7,0,0,0,0,0,0,0,1,1,1,2,0.7368421052631579,0.7857142857142857,0.0,1,1,1,0,0,1,0,1,0,0,1,0
1,22,21,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,4,0,0,0,0,0,0,0,1,1,1,1,2.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,19,16,0,2,0,1,0,0,0,0,0,2,0,0,0,12,5,4,1,9,6,1,1,8,1,0,0,0,1,0,0,0,1,1,7,0.7619047619047619,0.5625,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,36,12,0,1,0,1,0,2,0,0,0,0,0,1,0,2,2,2,4,4,6,4,0,4,0,0,0,0,2,0,0,0,1,1,6,0.8571428571428571,0.3333333333333333,0.0,1,0,0,0,0,1,1,0,0,0,0,0
1,44,22,16,0,6,0,2,0,1,3,0,0,0,0,1,0,6,2,6,4,8,13,2,0,4,0,0,0,0,2,0,0,0,0,1,7,0.6956521739130435,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,36,25,0,0,0,0,0,1,2,20,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.9230769230769231,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0
1,21,17,19,1,5,0,3,0,0,0,0,0,0,0,0,0,13,5,7,4,12,14,8,0,3,0,0,0,0,6,4,0,0,1,1,6,3.8,0.631578947368421,0.05263157894736842,1,0,0,1,0,1,1,0,0,0,0,0
1,39,23,15,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,3,2,3,8,6,0,0,1,0,0,0,6,2,0,1,1,1,5,0.8823529411764706,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,18,4,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,2,1,2,1,0,0,0,0,0,0,1,0,1,1,1,1,5,0.6666666666666666,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,21,4,0,1,0,2,0,0,0,0,2,0,0,0,0,2,1,0,2,1,3,2,0,0,0,0,0,0,2,0,0,0,1,1,5,0.5714285714285714,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,18,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,1,0,0,0,0,1,0,1,1,1,1,5,3.0,0.3333333333333333,0.3333333333333333,1,1,0,0,1,0,1,0,0,1,0,0
1,48,32,24,1,1,0,1,0,0,2,0,0,0,0,1,0,12,1,11,3,13,12,3,0,0,1,0,0,0,1,1,1,1,1,1,7,1.411764705882353,0.5416666666666666,0.041666666666666664,1,1,0,0,1,0,0,0,0,1,0,0
1,27,16,18,1,0,0,1,0,2,1,0,0,1,0,0,0,11,3,7,5,11,10,2,0,6,0,0,0,0,2,0,1,1,1,1,7,1.5,0.6111111111111112,0.05555555555555555,1,0,0,0,0,1,0,0,0,0,0,0
1,42,41,8,0,0,0,0,0,1,2,0,0,0,0,1,0,7,0,0,2,0,4,0,0,3,0,0,0,1,0,0,0,0,1,1,6,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1,35,17,27,1,7,0,0,0,1,0,0,2,0,0,1,0,14,5,12,1,18,18,1,1,6,0,0,0,0,1,0,0,1,1,1,7,1.4210526315789473,0.6666666666666666,0.037037037037037035,1,1,1,0,1,0,0,1,0,1,0,0
1,42,23,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0.15,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,18,11,1,3,0,0,0,0,0,0,1,4,0,0,0,8,1,5,0,6,6,2,0,0,0,0,0,0,2,2,0,1,1,1,4,2.75,0.5454545454545454,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0
1,34,26,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0,2,3,0,0,0,0,0,0,0,1,1,4,1.2222222222222223,0.18181818181818182,0.0,1,0,0,0,1,0,0,0,0,0,0,0
0,22,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,2,2,3,4,0,0,0,0,2,0,0,0,0,1,1,1,1,3,1.4,0.42857142857142855,0.0,1,1,0,0,1,0,0,0,0,1,0,0
0,30,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0.7,0.14285714285714285,0.0,1,0,1,0,0,1,0,0,0,0,0,0
1,26,23,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,23,23,1,1,0,1,0,0,1,0,0,0,0,0,0,9,6,6,2,13,18,1,2,9,2,0,0,0,1,0,0,0,1,1,8,0.8518518518518519,0.5652173913043478,0.043478260869565216,1,0,0,0,1,0,0,0,0,0,0,0
1,27,21,3,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.42857142857142855,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,5,0,0,10,0,0,0,0,0,0,0,1,1,1,1,2.5,0.06666666666666667,0.0,1,0,0,0,1,0,1,0,0,0,0,0
0,19,17,5,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,2,2,2,3,0,0,0,0,0,0,3,0,1,1,1,1,3,1.6666666666666667,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1,21,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,0,2,0,0,0,0,1,1,0,0,1,1,5,2.0,0.3333333333333333,0.0,1,1,1,0,1,0,0,1,0,1,0,0
0,27,18,12,0,1,0,1,0,0,2,0,1,0,0,1,0,2,0,3,2,3,6,2,0,3,0,0,0,0,2,0,1,1,1,1,7,1.2,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,39,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0.4,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,20,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,3,2,0,0,0,0,0,0,2,0,0,1,1,1,4,0.6,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,1,0,0,0,0,1,3,1,1,1,1,4,4.0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1,56,45,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,3,6,1,0,2,0,0,0,0,1,0,0,1,1,1,5,0.4166666666666667,0.6,0.2,1,0,1,0,0,1,0,0,0,0,0,0
1,30,19,15,0,2,0,1,0,0,0,0,3,0,0,0,0,7,4,1,2,5,9,2,0,9,0,0,0,0,2,0,0,0,0,1,6,1.25,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1.0,0.25,0.0,1,0,1,0,1,0,0,0,0,0,0,0
0,27,16,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,5,4,3,0,3,0,0,0,0,3,0,0,1,1,1,5,0.75,0.5555555555555556,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,14,30,1,0,5,3,0,1,0,0,2,0,0,1,0,13,5,5,5,10,13,7,1,7,0,0,0,0,6,0,0,0,0,0,8,0.967741935483871,0.3333333333333333,0.03333333333333333,1,0,0,1,0,1,1,0,0,0,0,0
0,31,31,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,3,1,1,2,0,1,0,0,0,0,2,0,1,1,1,1,5,4.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,3,0,0,0,0,0,0,1,1,1,1,1,2.0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1,26,18,35,1,1,0,1,0,1,0,0,4,2,0,0,0,27,6,17,2,23,14,3,0,6,0,0,0,0,3,2,1,1,1,1,8,3.888888888888889,0.6571428571428571,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0
1,49,38,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,2,0,0,0,1,1,1,1,1,1,4,0.5,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
1,36,25,7,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,1,4,0,0,1,1,0,0,0,0,0,1,1,1,1,4,0.5833333333333334,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0
0,37,20,9,1,0,0,1,0,1,1,0,1,0,0,1,0,3,2,0,2,2,8,4,0,0,0,0,0,0,4,2,0,0,0,0,8,0.5,0.2222222222222222,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
1,30,19,14,0,2,0,0,0,0,1,0,0,0,0,1,0,9,1,5,0,6,6,0,0,1,1,0,0,0,0,0,0,1,1,1,3,1.1666666666666667,0.42857142857142855,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,18,6,0,1,0,2,0,0,0,0,0,0,0,1,1,4,2,0,1,2,3,3,0,1,0,0,0,0,3,1,1,1,1,1,6,6.0,0.3333333333333333,0.0,1,0,0,1,0,1,1,0,0,0,0,0
1,27,27,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,3,4.0,0.0,0.25,1,0,0,0,1,0,1,0,0,0,0,0
1,26,20,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.7142857142857143,0.4,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,25,23,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1.3333333333333333,0.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,18,13,1,1,0,3,0,2,1,0,0,0,0,1,0,4,3,2,7,5,9,7,0,0,0,0,0,0,7,2,1,1,1,1,7,1.4444444444444444,0.38461538461538464,0.07692307692307693,1,0,0,1,0,1,1,0,0,0,0,0
0,26,22,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,19,23,1,3,0,6,0,0,3,2,0,0,0,1,0,12,5,3,11,8,12,8,0,6,0,0,0,0,8,1,0,0,0,1,8,1.0,0.34782608695652173,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0
0,31,30,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,4,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,24,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0.3125,0.8,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,28,17,14,1,1,3,2,0,1,1,0,0,0,0,1,0,2,3,3,3,6,6,5,0,1,0,0,0,0,5,2,0,1,1,1,8,1.1666666666666667,0.42857142857142855,0.07142857142857142,1,1,0,0,0,1,1,0,0,0,1,1
1,18,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,2,0,0,0,0,0,1,1,1,1,1,3,3.0,0.6666666666666666,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,49,45,9,1,1,0,0,0,0,0,0,0,1,0,0,0,5,1,5,2,6,5,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1.8,0.6666666666666666,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
1,39,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,16,58,1,5,1,2,0,1,0,0,0,0,0,0,0,42,15,19,3,36,34,2,2,27,4,0,0,0,2,0,1,1,1,1,8,3.2222222222222223,0.6206896551724138,0.017241379310344827,1,1,1,0,0,1,0,1,0,0,1,0
1,53,40,7,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,4,5,4,0,1,0,0,0,0,4,2,1,1,1,1,5,0.5,0.5714285714285714,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,1,0,0,7,0,0,0,0,0,0,1,1,1,1,1,8.0,0.375,0.0,1,0,1,0,1,0,0,0,0,0,0,0
1,47,22,22,1,2,0,3,0,2,1,0,0,0,0,1,0,10,4,7,7,12,10,6,1,4,0,0,0,1,5,1,0,0,0,0,11,0.8461538461538461,0.5454545454545454,0.045454545454545456,1,1,0,0,1,0,0,0,0,1,0,0
1,32,18,12,1,2,0,0,0,3,1,0,0,0,0,1,0,7,4,2,4,7,11,0,0,6,0,1,0,0,0,0,1,1,1,1,5,0.8,0.5833333333333334,0.08333333333333333,1,0,0,0,1,0,1,0,0,0,0,0
1,26,18,8,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,4,10,1,0,6,0,0,0,0,1,1,0,0,1,1,4,0.8888888888888888,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,16,36,1,3,1,4,0,5,4,0,1,2,0,1,0,14,8,10,12,19,28,5,4,8,1,0,0,0,4,1,1,1,1,1,11,1.1612903225806452,0.5277777777777778,0.027777777777777776,1,1,0,0,0,1,1,0,0,0,1,1
1,25,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,2,0,0,0,0,0,0,1,2,1,1,1,1,3,1.6666666666666667,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1,30,18,8,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,3,5,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.6153846153846154,0.375,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,29,3,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,1,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,1,5,1.5,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,20,16,0,1,0,0,0,0,1,0,0,0,0,1,0,8,0,6,1,6,7,4,0,2,0,0,0,0,3,2,1,1,1,1,6,4.0,0.375,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,21,17,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,3,2,0,0,0,0,0,0,2,2,0,0,1,1,3,1.0,0.4,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,36,34,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,35,10,1,1,0,2,0,0,1,0,0,0,0,0,0,0,3,2,3,5,8,2,0,0,0,0,0,0,2,0,0,0,1,1,5,0.6666666666666666,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1,21,19,6,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,1,3,2,4,0,0,0,0,0,0,1,3,1,1,1,1,5,2.0,0.5,0.16666666666666666,1,1,0,1,0,1,1,0,1,0,1,0
1,20,18,13,1,1,0,1,0,0,0,0,0,0,0,1,1,7,0,6,7,6,7,10,0,0,0,0,0,0,8,1,1,1,1,1,5,4.333333333333333,0.46153846153846156,0.07692307692307693,1,1,0,1,0,1,1,0,1,0,1,1
1,57,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,1,0,0,0,0,0,0,0,1,1,2,1.5,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,22,11,1,3,0,3,0,0,0,0,0,1,0,1,0,5,2,5,4,7,8,7,0,3,0,0,0,0,5,0,0,1,1,1,5,1.2222222222222223,0.6363636363636364,0.09090909090909091,1,0,0,0,0,1,1,0,0,0,0,0
1,18,17,5,0,0,2,2,0,0,0,0,0,0,0,1,1,0,2,0,1,2,1,4,0,0,0,0,0,0,4,2,1,1,1,1,5,2.5,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,35,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
